,index,date,symbol,filing_date,accepted_date,period,net_revenue,cost_of_sales,gross_profit_margin_non,gross_profit_margin_ratio,r_n_d,g_n_a,s_n_m,other_income,total_opex,cost_expenses,interest_expense,d_n_a,ebitda_non,ebitda_margin,operating_income,operating_margin,total_other_income,pretax_income_non,pretax_income_margin,income_tax_expense,net_income,profit_margin,eps_non,eps_diluted,shares_outstanding_non,shares_outstanding_diluted,sec_filing_link,sec_statement_link,cash_non,short_term_investments,cash_n_short_term_investments,inventory,other_current_assets,total_current_assets,pp_n_e,goodwill,intangible_assets,goodwill_n_intangible_assets,long_term_investments,tax_assets,other_assets,total_assets,accounts_payable,short_term_debt,income_tax_payables,deferred_revenue,other_current_liabilities,total_current_liabilities,long_term_debt,deferred_revenue_non_current,deferred_tax_liabilities_non_current,other_non_current_liabilities,total_non_current_liabilities,other_liabilities,total_liabilities,common_stock,retained_earnings,accumulated_other_comprehensive_income,other_se,total_se,total_l_se,total_investments,total_debt,net_debt,deferred_income_tax,sbc,change_in_working_capital,accounts_receivable,other_working_capital,other_non_cash_items,net_cash_by_operating_activities,investments_in_pp_n_e,acquisitions_net,purchase_of_investments,sales_maturities_of_investments,other_investing_activities,net_cash_used_for_investing_activities,debt_repayment,common_stock_issued,common_stock_repurchased,dividends_paid,other_financing_activities,net_cash_used_provided_by_financing_activities,effect_of_fx_rate_changes_on_cash,net_change_in_cash,cash_at_end_of_period,cash_at_beginning_of_period,operating_cash_flow,capex,free_cash_flow,QQ-YYYY,Year,ffo_math,book_value_math,ebit_math,working_capital_math,quick_assets_math,quick_ratio_math,pct_chg_temp
846,0.0,2007-06-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
866,0.0,2007-06-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
894,0.0,2007-06-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
838,0.0,2007-06-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
870,0.0,2007-06-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
886,0.0,2007-06-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
858,0.0,2007-06-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
874,0.0,2007-06-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
890,0.0,2007-06-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
878,0.0,2007-06-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
850,0.0,2007-06-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
842,0.0,2007-06-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
882,0.0,2007-06-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
854,0.0,2007-06-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
834,0.0,2007-06-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
841,0.0,2007-09-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
853,0.0,2007-09-30,AAPL,2007-11-15 00:00:00,2007-11-15 16:49:37,FY,6001500000.0,3963000000.0,2038500000.0,0.08491625,195500000.0,740750000.0,0.0,149750000.0,936250000.0,4899250000.0,161750000.0,79250000.0,1493000000.0,0.06219275,1102250000.0,0.0459155,-12000000.0,1252000000.0,0.052153750000000006,378000000.0,874000000.0,0.036407499999999995,0.0351,0.0351,6225000000.0,6225000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/0001047469-07-009340-index.html,https://www.sec.gov/Archives/edgar/data/320193/000104746907009340/a2181030z10-k.htm,2338000000.0,1508500000.0,3846500000.0,86500000.0,548750000.0,5489000000.0,458000000.0,9500000.0,74750000.0,84250000.0,0.0,154750000.0,750000000.0,6336750000.0,1242500000.0,0.0,0.0,0.0,889250000.0,2324750000.0,0.0,0.0,0.0,224250000.0,379000000.0,224250000.0,2703750000.0,1342000000.0,2275250000.0,15750000.0,0.0,3633000000.0,6336750000.0,1508500000.0,0.0,-2338000000.0,19500000.0,60500000.0,1154750000.0,-96250000.0,3164250000.0,63500000.0,1367500000.0,-183750000.0,0.0,-2929750000.0,0.0,0.0,-812250000.0,215750000.0,91250000.0,91250000.0,0.0,0.0,184750000.0,0.0,740000000.0,2338000000.0,1598000000.0,1367500000.0,-246500000.0,1121000000.0,FY-2007,2007,-2160250000.0,3633000000.0,1413750000.0,3164250000.0,3750250000.0,2.323905796322185,0.7391237414945041
